month,hour,freq,latitude,longitude,FaA
4, 8, 1.0000, -90.0000, -107.0000, 37.9591
4, 8, 1.0000, -90.0000, -106.0000, 37.9591
4, 8, 1.0000, -90.0000, -105.0000, 37.9591
4, 8, 1.0000, -90.0000, -104.0000, 36.9734
4, 8, 1.0000, -90.0000, -103.0000, 36.9734
4, 8, 1.0000, -90.0000, -102.0000, 36.9734
4, 8, 1.0000, -90.0000, -101.0000, 36.9734
4, 8, 1.0000, -90.0000, -100.0000, 36.9734
4, 8, 1.0000, -90.0000, -99.0000, 36.9734
4, 8, 1.0000, -90.0000, -98.0000, 36.9734
4, 8, 1.0000, -90.0000, -97.0000, 36.9734
4, 8, 1.0000, -90.0000, -96.0000, 36.9734
4, 8, 1.0000, -90.0000, -95.0000, 36.9734
4, 8, 1.0000, -90.0000, -94.0000, 36.9734
4, 8, 1.0000, -90.0000, -93.0000, 36.9734
4, 8, 1.0000, -90.0000, -92.0000, 36.9734
4, 8, 1.0000, -90.0000, -91.0000, 36.9734
4, 8, 1.0000, -90.0000, -90.0000, 36.9734
4, 8, 1.0000, -90.0000, -89.0000, 35.6963
4, 8, 1.0000, -90.0000, -88.0000, 35.6963
4, 8, 1.0000, -90.0000, -87.0000, 35.6963
4, 8, 1.0000, -90.0000, -86.0000, 35.6963
4, 8, 1.0000, -90.0000, -85.0000, 35.6963
4, 8, 1.0000, -90.0000, -84.0000, 35.6963
4, 8, 1.0000, -90.0000, -83.0000, 35.6963
4, 8, 1.0000, -90.0000, -82.0000, 35.6963
4, 8, 1.0000, -90.0000, -81.0000, 35.6963
4, 8, 1.0000, -90.0000, -80.0000, 35.6963
4, 8, 1.0000, -90.0000, -79.0000, 35.6963
4, 8, 1.0000, -90.0000, -78.0000, 35.6963
4, 8, 1.0000, -90.0000, -77.0000, 35.6963
4, 8, 1.0000, -90.0000, -76.0000, 35.6963
4, 8, 1.0000, -90.0000, -75.0000, 35.6963
4, 8, 1.0000, -90.0000, -74.0000, 34.4830
4, 8, 1.0000, -90.0000, -73.0000, 34.4830
4, 8, 1.0000, -90.0000, -72.0000, 34.4830
4, 8, 1.0000, -90.0000, -71.0000, 34.4830
4, 8, 1.0000, -90.0000, -70.0000, 34.4830
4, 8, 1.0000, -90.0000, -69.0000, 34.4830
4, 8, 1.0000, -90.0000, -68.0000, 34.4830
4, 8, 1.0000, -90.0000, -67.0000, 34.4830
4, 8, 1.0000, -90.0000, -66.0000, 34.4830
4, 8, 1.0000, -90.0000, -65.0000, 34.4830
4, 8, 1.0000, -90.0000, -64.0000, 34.4830
4, 8, 1.0000, -90.0000, -63.0000, 34.4830
4, 8, 1.0000, -90.0000, -62.0000, 34.4830
4, 8, 1.0000, -90.0000, -61.0000, 34.4830
4, 8, 1.0000, -90.0000, -60.0000, 34.4830
4, 8, 1.0000, -90.0000, -59.0000, 32.7935
4, 8, 1.0000, -90.0000, -58.0000, 32.7935
4, 8, 1.0000, -90.0000, -57.0000, 32.7935
4, 8, 1.0000, -90.0000, -56.0000, 32.7935
4, 8, 1.0000, -90.0000, -55.0000, 32.7935
4, 8, 1.0000, -90.0000, -54.0000, 32.7935
4, 8, 1.0000, -90.0000, -53.0000, 32.7935
4, 8, 1.0000, -90.0000, -52.0000, 32.7935
4, 8, 1.0000, -90.0000, -51.0000, 32.7935
4, 8, 1.0000, -90.0000, -50.0000, 32.7935
4, 8, 1.0000, -90.0000, -49.0000, 32.7935
4, 8, 1.0000, -90.0000, -48.0000, 32.7935
4, 8, 1.0000, -90.0000, -47.0000, 32.7935
4, 8, 1.0000, -90.0000, -46.0000, 32.7935
4, 8, 1.0000, -90.0000, -45.0000, 32.7935
4, 8, 1.0000, -90.0000, -44.0000, 29.9907
4, 8, 1.0000, -90.0000, -43.0000, 29.9907
4, 8, 1.0000, -90.0000, -42.0000, 29.9907
4, 8, 1.0000, -90.0000, -41.0000, 29.9907
4, 8, 1.0000, -90.0000, -40.0000, 29.9907
4, 8, 1.0000, -90.0000, -39.0000, 29.9907
4, 8, 1.0000, -90.0000, -38.0000, 29.9907
4, 8, 1.0000, -90.0000, -37.0000, 29.9907
4, 8, 1.0000, -90.0000, -36.0000, 29.9907
4, 8, 1.0000, -90.0000, -35.0000, 29.9907
4, 8, 1.0000, -90.0000, -34.0000, 29.9907
4, 8, 1.0000, -90.0000, -33.0000, 29.9907
4, 8, 1.0000, -90.0000, -32.0000, 29.9907
4, 8, 1.0000, -90.0000, -31.0000, 29.9907
4, 8, 1.0000, -90.0000, -30.0000, 29.9907
4, 8, 1.0000, -90.0000, -29.0000, 19.6890
4, 8, 1.0000, -90.0000, -28.0000, 19.6890
4, 8, 1.0000, -90.0000, -27.0000, 19.6890
4, 8, 1.0000, -90.0000, -26.0000, 19.6890
4, 8, 1.0000, -90.0000, -25.0000, 19.6890
4, 8, 1.0000, -90.0000, -24.0000, 19.6890
4, 8, 1.0000, -90.0000, -23.0000, 19.6890
4, 8, 1.0000, -90.0000, -22.0000, 19.6890
4, 8, 1.0000, -90.0000, -21.0000, 19.6890
4, 8, 1.0000, -90.0000, -20.0000, 19.6890
4, 8, 1.0000, -90.0000, -19.0000, 19.6890
4, 8, 1.0000, -90.0000, -18.0000, 19.6890
4, 8, 1.0000, -90.0000, -17.0000, 19.6890
4, 8, 1.0000, -90.0000, -16.0000, 19.6890
4, 8, 1.0000, -90.0000, -15.0000, 19.6890
4, 8, 1.0000, -90.0000, -14.0000, 25.6150
4, 8, 1.0000, -90.0000, -13.0000, 25.6150
4, 8, 1.0000, -90.0000, -12.0000, 25.6150
4, 8, 1.0000, -90.0000, -11.0000, 25.6150
4, 8, 1.0000, -90.0000, -10.0000, 25.6150
4, 8, 1.0000, -90.0000, -9.0000, 25.6150
4, 8, 1.0000, -90.0000, -8.0000, 25.6150
4, 8, 1.0000, -90.0000, -7.0000, 25.6150
4, 8, 1.0000, -90.0000, -6.0000, 25.6150
4, 8, 1.0000, -90.0000, -5.0000, 25.6150
4, 8, 1.0000, -90.0000, -4.0000, 25.6150
4, 8, 1.0000, -90.0000, -3.0000, 25.6150
4, 8, 1.0000, -90.0000, -2.0000, 25.6150
4, 8, 1.0000, -90.0000, -1.0000, 25.6150
4, 8, 1.0000, -90.0000, 0.0000, 25.6150
4, 8, 1.0000, -90.0000, 1.0000, 25.6150
4, 8, 1.0000, -90.0000, 2.0000, 25.6150
4, 8, 1.0000, -90.0000, 3.0000, 25.6150
4, 8, 1.0000, -90.0000, 4.0000, 25.6150
4, 8, 1.0000, -90.0000, 5.0000, 25.6150
4, 8, 1.0000, -90.0000, 6.0000, 25.6150
4, 8, 1.0000, -90.0000, 7.0000, 25.6150
4, 8, 1.0000, -90.0000, 8.0000, 25.6150
4, 8, 1.0000, -90.0000, 9.0000, 25.6150
4, 8, 1.0000, -90.0000, 10.0000, 25.6150
4, 8, 1.0000, -90.0000, 11.0000, 25.6150
4, 8, 1.0000, -90.0000, 12.0000, 25.6150
4, 8, 1.0000, -90.0000, 13.0000, 25.6150
4, 8, 1.0000, -90.0000, 14.0000, 25.6150
4, 8, 1.0000, -90.0000, 15.0000, 28.0318
4, 8, 1.0000, -90.0000, 16.0000, 28.0318
4, 8, 1.0000, -90.0000, 17.0000, 28.0318
4, 8, 1.0000, -90.0000, 18.0000, 28.0318
4, 8, 1.0000, -90.0000, 19.0000, 28.0318
4, 8, 1.0000, -90.0000, 20.0000, 28.0318
4, 8, 1.0000, -90.0000, 21.0000, 28.0318
4, 8, 1.0000, -90.0000, 22.0000, 28.0318
4, 8, 1.0000, -90.0000, 23.0000, 28.0318
4, 8, 1.0000, -90.0000, 24.0000, 28.0318
4, 8, 1.0000, -90.0000, 25.0000, 28.0318
4, 8, 1.0000, -90.0000, 26.0000, 28.0318
4, 8, 1.0000, -90.0000, 27.0000, 28.0318
4, 8, 1.0000, -90.0000, 28.0000, 28.0318
4, 8, 1.0000, -90.0000, 29.0000, 28.0318
4, 8, 1.0000, -90.0000, 30.0000, 29.5753
4, 8, 1.0000, -90.0000, 31.0000, 29.5753
4, 8, 1.0000, -90.0000, 32.0000, 29.5753
4, 8, 1.0000, -90.0000, 33.0000, 29.5753
4, 8, 1.0000, -90.0000, 34.0000, 29.5753
4, 8, 1.0000, -90.0000, 35.0000, 29.5753
4, 8, 1.0000, -90.0000, 36.0000, 29.5753
4, 8, 1.0000, -90.0000, 37.0000, 29.5753
4, 8, 1.0000, -90.0000, 38.0000, 29.5753
4, 8, 1.0000, -90.0000, 39.0000, 29.5753
4, 8, 1.0000, -90.0000, 40.0000, 29.5753
4, 8, 1.0000, -90.0000, 41.0000, 29.5753
4, 8, 1.0000, -90.0000, 42.0000, 29.5753
4, 8, 1.0000, -90.0000, 43.0000, 29.5753
4, 8, 1.0000, -90.0000, 44.0000, 29.5753
4, 8, 1.0000, -90.0000, 45.0000, 30.7118
4, 8, 1.0000, -90.0000, 46.0000, 30.7118
4, 8, 1.0000, -90.0000, 47.0000, 30.7118
4, 8, 1.0000, -90.0000, 48.0000, 30.7118
4, 8, 1.0000, -90.0000, 49.0000, 30.7118
4, 8, 1.0000, -90.0000, 50.0000, 30.7118
4, 8, 1.0000, -90.0000, 51.0000, 30.7118
4, 8, 1.0000, -90.0000, 52.0000, 30.7118
4, 8, 1.0000, -90.0000, 53.0000, 30.7118
4, 8, 1.0000, -90.0000, 54.0000, 30.7118
4, 8, 1.0000, -90.0000, 55.0000, 30.7118
4, 8, 1.0000, -90.0000, 56.0000, 30.7118
4, 8, 1.0000, -90.0000, 57.0000, 30.7118
4, 8, 1.0000, -90.0000, 58.0000, 30.7118
4, 8, 1.0000, -90.0000, 59.0000, 30.7118
4, 8, 1.0000, -90.0000, 60.0000, 32.8039
4, 8, 1.0000, -90.0000, 61.0000, 32.8039
4, 8, 1.0000, -90.0000, 62.0000, 32.8039
4, 8, 1.0000, -90.0000, 63.0000, 32.8039
4, 8, 1.0000, -90.0000, 64.0000, 32.8039
4, 8, 1.0000, -90.0000, 65.0000, 32.8039
4, 8, 1.0000, -90.0000, 66.0000, 32.8039
4, 8, 1.0000, -90.0000, 67.0000, 32.8039
4, 8, 1.0000, -90.0000, 68.0000, 32.8039
4, 8, 1.0000, -90.0000, 69.0000, 32.8039
4, 8, 1.0000, -90.0000, 70.0000, 32.8039
4, 8, 1.0000, -90.0000, 71.0000, 32.8039
4, 8, 1.0000, -90.0000, 72.0000, 32.8039
4, 8, 1.0000, -90.0000, 73.0000, 32.8039
4, 8, 1.0000, -90.0000, 74.0000, 32.8039
4, 8, 1.0000, -90.0000, 75.0000, 34.2099
4, 8, 1.0000, -90.0000, 76.0000, 34.2099
4, 8, 1.0000, -90.0000, 77.0000, 34.2099
4, 8, 1.0000, -90.0000, 78.0000, 34.2099
4, 8, 1.0000, -90.0000, 79.0000, 34.2099
4, 8, 1.0000, -90.0000, 80.0000, 34.2099
4, 8, 1.0000, -90.0000, 81.0000, 34.2099
4, 8, 1.0000, -90.0000, 82.0000, 34.2099
4, 8, 1.0000, -90.0000, 83.0000, 34.2099
4, 8, 1.0000, -90.0000, 84.0000, 34.2099
4, 8, 1.0000, -90.0000, 85.0000, 34.2099
4, 8, 1.0000, -90.0000, 86.0000, 34.2099
4, 8, 1.0000, -90.0000, 87.0000, 34.2099
4, 8, 1.0000, -90.0000, 88.0000, 34.2099
4, 8, 1.0000, -90.0000, 89.0000, 34.2099
4, 8, 1.0000, -90.0000, 90.0000, 35.2703
4, 8, 1.0000, -90.0000, 91.0000, 35.2703
4, 8, 1.0000, -90.0000, 92.0000, 35.2703
4, 8, 1.0000, -90.0000, 93.0000, 35.2703
4, 8, 1.0000, -90.0000, 94.0000, 35.2703
4, 8, 1.0000, -90.0000, 95.0000, 35.2703
4, 8, 1.0000, -90.0000, 96.0000, 35.2703
4, 8, 1.0000, -90.0000, 97.0000, 35.2703
4, 8, 1.0000, -90.0000, 98.0000, 35.2703
4, 8, 1.0000, -90.0000, 99.0000, 35.2703
4, 8, 1.0000, -90.0000, 100.0000, 35.2703
4, 8, 1.0000, -90.0000, 101.0000, 35.2703
4, 8, 1.0000, -90.0000, 102.0000, 35.2703
4, 8, 1.0000, -90.0000, 103.0000, 35.2703
4, 8, 1.0000, -90.0000, 104.0000, 35.2703
4, 8, 1.0000, -90.0000, 105.0000, 36.1219
4, 8, 1.0000, -90.0000, 106.0000, 36.1219
4, 8, 1.0000, -90.0000, 107.0000, 36.1219
4, 8, 1.0000, -90.0000, 108.0000, 36.1219
4, 8, 1.0000, -90.0000, 109.0000, 36.1219
4, 8, 1.0000, -90.0000, 110.0000, 36.1219
4, 8, 1.0000, -90.0000, 111.0000, 36.1219
4, 8, 1.0000, -90.0000, 112.0000, 36.1219
4, 8, 1.0000, -90.0000, 113.0000, 36.1219
4, 8, 1.0000, -90.0000, 114.0000, 36.1219
4, 8, 1.0000, -90.0000, 115.0000, 36.1219
4, 8, 1.0000, -90.0000, 116.0000, 36.1219
4, 8, 1.0000, -90.0000, 117.0000, 36.1219
4, 8, 1.0000, -90.0000, 118.0000, 36.1219
4, 8, 1.0000, -90.0000, 119.0000, 36.1219
4, 8, 1.0000, -90.0000, 120.0000, 39.1654
4, 8, 1.0000, -90.0000, 121.0000, 39.1654
4, 8, 1.0000, -90.0000, 122.0000, 39.1654
4, 8, 1.0000, -90.0000, 123.0000, 39.1654
4, 8, 1.0000, -90.0000, 124.0000, 39.1654
4, 8, 1.0000, -90.0000, 125.0000, 39.1654
4, 8, 1.0000, -90.0000, 126.0000, 39.1654
4, 8, 1.0000, -90.0000, 127.0000, 39.1654
4, 8, 1.0000, -90.0000, 128.0000, 39.1654
4, 8, 1.0000, -90.0000, 129.0000, 39.1654
4, 8, 1.0000, -90.0000, 130.0000, 39.1654
4, 8, 1.0000, -90.0000, 131.0000, 39.1654
4, 8, 1.0000, -90.0000, 132.0000, 39.1654
4, 8, 1.0000, -90.0000, 133.0000, 39.1654
4, 8, 1.0000, -90.0000, 134.0000, 39.1654
4, 8, 1.0000, -90.0000, 135.0000, 40.9374
4, 8, 1.0000, -90.0000, 136.0000, 40.9374
4, 8, 1.0000, -90.0000, 137.0000, 40.9374
4, 8, 1.0000, -90.0000, 138.0000, 40.9374
4, 8, 1.0000, -90.0000, 139.0000, 40.9374
4, 8, 1.0000, -90.0000, 140.0000, 40.9374
4, 8, 1.0000, -90.0000, 141.0000, 40.9374
4, 8, 1.0000, -90.0000, 142.0000, 40.9374
4, 8, 1.0000, -90.0000, 143.0000, 40.9374
4, 8, 1.0000, -90.0000, 144.0000, 40.9374
4, 8, 1.0000, -90.0000, 145.0000, 40.9374
4, 8, 1.0000, -90.0000, 146.0000, 40.9374
4, 8, 1.0000, -90.0000, 147.0000, 40.9374
4, 8, 1.0000, -90.0000, 148.0000, 40.9374
4, 8, 1.0000, -90.0000, 149.0000, 40.9374
4, 8, 1.0000, -90.0000, 150.0000, 42.1923
4, 8, 1.0000, -90.0000, 151.0000, 42.1923
4, 8, 1.0000, -90.0000, 152.0000, 42.1923
4, 8, 1.0000, -90.0000, 153.0000, 42.1923
4, 8, 1.0000, -90.0000, 154.0000, 42.1923
4, 8, 1.0000, -90.0000, 155.0000, 42.1923
4, 8, 1.0000, -90.0000, 156.0000, 42.1923
4, 8, 1.0000, -90.0000, 157.0000, 42.1923
4, 8, 1.0000, -90.0000, 158.0000, 42.1923
4, 8, 1.0000, -90.0000, 159.0000, 42.1923
4, 8, 1.0000, -90.0000, 160.0000, 42.1923
4, 8, 1.0000, -90.0000, 161.0000, 42.1923
4, 8, 1.0000, -90.0000, 162.0000, 42.1923
4, 8, 1.0000, -90.0000, 163.0000, 42.1923
4, 8, 1.0000, -90.0000, 164.0000, 42.1923
4, 8, 1.0000, -90.0000, 165.0000, 43.1647
4, 8, 1.0000, -90.0000, 166.0000, 43.1647
4, 8, 1.0000, -90.0000, 167.0000, 43.1647
4, 8, 1.0000, -90.0000, 168.0000, 43.1647
4, 8, 1.0000, -90.0000, 169.0000, 43.1647
4, 8, 1.0000, -90.0000, 170.0000, 43.1647
4, 8, 1.0000, -90.0000, 171.0000, 43.1647
4, 8, 1.0000, -90.0000, 172.0000, 43.1647
4, 8, 1.0000, -90.0000, 173.0000, 43.1647
4, 8, 1.0000, -90.0000, 174.0000, 43.1647
4, 8, 1.0000, -90.0000, 175.0000, 43.1647
4, 8, 1.0000, -90.0000, 176.0000, 43.1647
4, 8, 1.0000, -90.0000, 177.0000, 43.1647
4, 8, 1.0000, -90.0000, 178.0000, 43.1647
4, 8, 1.0000, -90.0000, 179.0000, 43.1647
4, 8, 1.0000, -90.0000, 180.0000, 42.4895
4, 8, 1.0000, -89.0000, -180.0000, 42.5456
4, 8, 1.0000, -89.0000, -179.0000, 41.7547
4, 8, 1.0000, -89.0000, -178.0000, 41.7534
4, 8, 1.0000, -89.0000, -177.0000, 41.7525
4, 8, 1.0000, -89.0000, -176.0000, 41.7519
4, 8, 1.0000, -89.0000, -175.0000, 41.7517
4, 8, 1.0000, -89.0000, -174.0000, 41.7518
4, 8, 1.0000, -89.0000, -173.0000, 41.7523
4, 8, 1.0000, -89.0000, -172.0000, 41.7531
4, 8, 1.0000, -89.0000, -171.0000, 41.7542
4, 8, 1.0000, -89.0000, -170.0000, 41.7556
4, 8, 1.0000, -89.0000, -169.0000, 41.7573
4, 8, 1.0000, -89.0000, -168.0000, 41.7592
4, 8, 1.0000, -89.0000, -167.0000, 41.7613
4, 8, 1.0000, -89.0000, -166.0000, 41.7636
4, 8, 1.0000, -89.0000, -165.0000, 41.7660
4, 8, 1.0000, -89.0000, -164.0000, 40.7965
4, 8, 1.0000, -89.0000, -163.0000, 40.7985
4, 8, 1.0000, -89.0000, -162.0000, 40.8006
4, 8, 1.0000, -89.0000, -161.0000, 40.8026
4, 8, 1.0000, -89.0000, -160.0000, 40.8046
4, 8, 1.0000, -89.0000, -159.0000, 40.8064
4, 8, 1.0000, -89.0000, -158.0000, 40.8081
4, 8, 1.0000, -89.0000, -157.0000, 40.8097
4, 8, 1.0000, -89.0000, -156.0000, 40.8110
4, 8, 1.0000, -89.0000, -155.0000, 40.8121
4, 8, 1.0000, -89.0000, -154.0000, 40.8130
4, 8, 1.0000, -89.0000, -153.0000, 40.8136
4, 8, 1.0000, -89.0000, -152.0000, 40.8139
4, 8, 1.0000, -89.0000, -151.0000, 40.8140
4, 8, 1.0000, -89.0000, -150.0000, 40.8138
4, 8, 1.0000, -89.0000, -149.0000, 43.2635
4, 8, 1.0000, -89.0000, -148.0000, 43.2636
4, 8, 1.0000, -89.0000, -147.0000, 43.2634
4, 8, 1.0000, -89.0000, -146.0000, 43.2630
4, 8, 1.0000, -89.0000, -145.0000, 43.2623
4, 8, 1.0000, -89.0000, -144.0000, 43.2614
4, 8, 1.0000, -89.0000, -143.0000, 43.2602
4, 8, 1.0000, -89.0000, -142.0000, 43.2590
4, 8, 1.0000, -89.0000, -141.0000, 43.2575
4, 8, 1.0000, -89.0000, -140.0000, 43.2560
4, 8, 1.0000, -89.0000, -139.0000, 43.2544
4, 8, 1.0000, -89.0000, -138.0000, 43.2527
4, 8, 1.0000, -89.0000, -137.0000, 43.2509
4, 8, 1.0000, -89.0000, -136.0000, 43.2492
4, 8, 1.0000, -89.0000, -135.0000, 43.2475
4, 8, 1.0000, -89.0000, -134.0000, 39.5116
4, 8, 1.0000, -89.0000, -133.0000, 39.5089
4, 8, 1.0000, -89.0000, -132.0000, 39.5062
4, 8, 1.0000, -89.0000, -131.0000, 39.5037
4, 8, 1.0000, -89.0000, -130.0000, 39.5013
4, 8, 1.0000, -89.0000, -129.0000, 39.4990
4, 8, 1.0000, -89.0000, -128.0000, 39.4969
4, 8, 1.0000, -89.0000, -127.0000, 39.4949
4, 8, 1.0000, -89.0000, -126.0000, 39.4930
4, 8, 1.0000, -89.0000, -125.0000, 39.4912
4, 8, 1.0000, -89.0000, -124.0000, 39.4896
4, 8, 1.0000, -89.0000, -123.0000, 39.4880
4, 8, 1.0000, -89.0000, -122.0000, 39.4865
4, 8, 1.0000, -89.0000, -121.0000, 39.4852
4, 8, 1.0000, -89.0000, -120.0000, 39.4838
4, 8, 1.0000, -89.0000, -119.0000, 38.0449
4, 8, 1.0000, -89.0000, -118.0000, 38.0430
4, 8, 1.0000, -89.0000, -117.0000, 38.0411
4, 8, 1.0000, -89.0000, -116.0000, 38.0393
4, 8, 1.0000, -89.0000, -115.0000, 38.0374
4, 8, 1.0000, -89.0000, -114.0000, 38.0356
4, 8, 1.0000, -89.0000, -113.0000, 38.0338
4, 8, 1.0000, -89.0000, -112.0000, 38.0321
4, 8, 1.0000, -89.0000, -111.0000, 38.0303
4, 8, 1.0000, -89.0000, -110.0000, 38.0286
4, 8, 1.0000, -89.0000, -109.0000, 38.0269
4, 8, 1.0000, -89.0000, -108.0000, 38.0252
4, 8, 1.0000, -89.0000, -107.0000, 38.0236
4, 8, 1.0000, -89.0000, -106.0000, 38.0220
4, 8, 1.0000, -89.0000, -105.0000, 38.0205
4, 8, 1.0000, -89.0000, -104.0000, 37.0693
4, 8, 1.0000, -89.0000, -103.0000, 37.0687
4, 8, 1.0000, -89.0000, -102.0000, 37.0682
4, 8, 1.0000, -89.0000, -101.0000, 37.0679
4, 8, 1.0000, -89.0000, -100.0000, 37.0679
4, 8, 1.0000, -89.0000, -99.0000, 37.0680
4, 8, 1.0000, -89.0000, -98.0000, 37.0684
4, 8, 1.0000, -89.0000, -97.0000, 37.0690
4, 8, 1.0000, -89.0000, -96.0000, 37.0698
4, 8, 1.0000, -89.0000, -95.0000, 37.0708
4, 8, 1.0000, -89.0000, -94.0000, 37.0720
4, 8, 1.0000, -89.0000, -93.0000, 37.0735
4, 8, 1.0000, -89.0000, -92.0000, 37.0751
4, 8, 1.0000, -89.0000, -91.0000, 37.0770
4, 8, 1.0000, -89.0000, -90.0000, 37.0790
4, 8, 1.0000, -89.0000, -89.0000, 35.8869
4, 8, 1.0000, -89.0000, -88.0000, 35.8902
4, 8, 1.0000, -89.0000, -87.0000, 35.8935
4, 8, 1.0000, -89.0000, -86.0000, 35.8967
4, 8, 1.0000, -89.0000, -85.0000, 35.8997
4, 8, 1.0000, -89.0000, -84.0000, 35.9026
4, 8, 1.0000, -89.0000, -83.0000, 35.9053
4, 8, 1.0000, -89.0000, -82.0000, 35.9079
4, 8, 1.0000, -89.0000, -81.0000, 35.9102
4, 8, 1.0000, -89.0000, -80.0000, 35.9122
4, 8, 1.0000, -89.0000, -79.0000, 35.9140
4, 8, 1.0000, -89.0000, -78.0000, 35.9156
4, 8, 1.0000, -89.0000, -77.0000, 35.9168
4, 8, 1.0000, -89.0000, -76.0000, 35.9177
4, 8, 1.0000, -89.0000, -75.0000, 35.9184
4, 8, 1.0000, -89.0000, -74.0000, 34.7095
4, 8, 1.0000, -89.0000, -73.0000, 34.7095
4, 8, 1.0000, -89.0000, -72.0000, 34.7092
4, 8, 1.0000, -89.0000, -71.0000, 34.7087
4, 8, 1.0000, -89.0000, -70.0000, 34.7078
4, 8, 1.0000, -89.0000, -69.0000, 34.7066
4, 8, 1.0000, -89.0000, -68.0000, 34.7051
4, 8, 1.0000, -89.0000, -67.0000, 34.7034
4, 8, 1.0000, -89.0000, -66.0000, 34.7014
4, 8, 1.0000, -89.0000, -65.0000, 34.6992
4, 8, 1.0000, -89.0000, -64.0000, 34.6967
4, 8, 1.0000, -89.0000, -63.0000, 34.6940
4, 8, 1.0000, -89.0000, -62.0000, 34.6911
4, 8, 1.0000, -89.0000, -61.0000, 34.6880
